Time,EdgeLength,JamLength,Density,MeanSpeed,MeanOccupancy,Status
21639.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21640.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21641.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21642.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21643.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21644.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21645.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21646.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21647.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21648.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21649.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21650.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21651.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21652.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21653.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21654.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21655.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21656.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21657.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21658.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21659.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21660.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21661.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21662.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21663.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21664.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21665.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21666.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21667.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21668.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21669.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21670.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21671.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21672.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21673.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21674.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21675.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21676.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21677.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21678.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21679.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21680.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21681.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21682.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21683.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21684.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21685.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21686.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21687.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21688.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21689.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21690.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21691.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21692.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21693.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21694.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21695.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21696.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21697.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21698.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21699.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21700.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21701.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21702.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21703.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21704.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21705.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21706.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21707.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21708.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21709.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21710.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21711.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21712.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21713.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21714.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21715.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21716.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21717.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21718.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21719.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21720.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21721.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21722.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21723.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21724.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21725.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21726.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21727.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21728.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21729.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21730.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21731.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21732.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21733.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21734.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21735.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21736.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21737.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21738.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21739.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21740.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21741.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21742.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21743.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21744.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21745.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21746.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21747.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21748.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21749.0,1498.5900000000001,0.0,0.0,0.0,0.0,0
21750.0,1498.5900000000001,0.0,0.3333333333333333,-0.3333333333333333,0.0,0
21751.0,1498.5900000000001,0.0,0.3333333333333333,3.7769357002495476,0.6250507346375517,0
21752.0,1498.5900000000001,0.0,0.3333333333333333,3.8872002210623275,0.6250507346375517,0
21753.0,1498.5900000000001,0.0,0.3333333333333333,3.8951808583457024,0.6250507346375517,0
21754.0,1498.5900000000001,0.0,0.3333333333333333,4.166551162255928,0.6250507346375517,0
21755.0,1498.5900000000001,0.0,0.3333333333333333,4.1000169791436445,0.6250507346375517,0
21756.0,1498.5900000000001,0.0,0.3333333333333333,3.9799925331026316,0.6250507346375517,0
21757.0,1498.5900000000001,0.0,0.3333333333333333,3.720697323962425,0.6250507346375517,0
21758.0,1498.5900000000001,0.0,0.3333333333333333,3.1756633484941688,0.8974881986129728,0
21759.0,1498.5900000000001,0.0,0.3333333333333333,3.965893347902844,0.8974881986129728,0
21760.0,1498.5900000000001,0.0,0.3333333333333333,4.098114226448039,0.8974881986129728,0
21761.0,1498.5900000000001,0.0,0.3333333333333333,3.7224639997507136,0.8974881986129728,0
21762.0,1498.5900000000001,0.0,0.3333333333333333,4.005847884776691,0.8974881986129728,0
21763.0,1498.5900000000001,0.0,0.6666666666666666,5.062048713356595,1.3988366845155062,0
21764.0,1498.5900000000001,0.0,0.6666666666666666,5.9743388818451715,1.5225389332505244,0
21765.0,1498.5900000000001,0.0,1.0,6.823501833437651,1.813463974098028,0
21766.0,1498.5900000000001,0.0,1.0,9.127980063033428,2.1475896678880764,0
21767.0,1498.5900000000001,0.0,1.3333333333333333,8.527102292111852,2.9338116017145697,0
21768.0,1498.5900000000001,0.0,1.3333333333333333,11.757860108243705,2.772640402525628,0
21769.0,1498.5900000000001,0.0,1.3333333333333333,13.070155959174505,2.772640402525628,0
21770.0,1498.5900000000001,0.0,1.6666666666666665,14.894541132973263,2.9772617641761125,0
21771.0,1498.5900000000001,0.0,1.6666666666666665,16.765234065269343,3.3976911371631795,0
21772.0,1498.5900000000001,0.0,1.9166666666666665,17.893227693102446,3.464321976532309,0
21773.0,1498.5900000000001,0.0,2.25,20.29821965220182,4.201967889056817,0
21774.0,1498.5900000000001,0.0,2.25,24.23771050708625,5.18144973696927,0
21775.0,1498.5900000000001,0.0,2.5833333333333335,25.505968373935275,5.3696463870101425,0
21776.0,1498.5900000000001,0.0,2.5833333333333335,27.889566827276877,5.806500471606823,0
21777.0,1498.5900000000001,0.0,3.25,24.910663088706183,5.844093355656896,0
21778.0,1498.5900000000001,0.0,3.25,35.81228712840072,7.3290394048573475,0
21779.0,1498.5900000000001,0.0,3.583333333333333,36.38906292483967,7.5747469171313995,0
21780.0,1498.5900000000001,0.0,3.583333333333333,35.89136528765439,7.954090139494898,0
21781.0,1498.5900000000001,0.0,3.333333333333333,29.37336880985745,6.795382274326359,0
21782.0,1498.5900000000001,0.0,3.6666666666666665,29.869356522110547,7.1473110682802155,0
21783.0,1498.5900000000001,0.0,3.6666666666666665,33.28646671932234,7.352077518606709,0
21784.0,1498.5900000000001,0.0,3.6666666666666665,32.01285934368874,7.4204330089639114,0
21785.0,1498.5900000000001,1.54,3.333333333333333,28.420226381320706,7.4204330089639114,0
21786.0,1498.5900000000001,3.08,3.6666666666666665,28.485876582737596,7.248905055863069,0
21787.0,1498.5900000000001,3.08,3.6666666666666665,32.876519852048844,7.692870472939333,0
21788.0,1498.5900000000001,3.08,4.0,33.670082580081846,8.51904320302992,0
21789.0,1498.5900000000001,3.08,4.0,35.843094952369874,8.590358671552305,0
21790.0,1498.5900000000001,3.08,4.666666666666667,38.14182665798625,8.892612168512004,0
21791.0,1498.5900000000001,3.08,4.666666666666667,40.75084865142816,9.48784687016528,0
21792.0,1498.5900000000001,3.08,4.666666666666667,44.07245413318919,10.11289760480283,0
21793.0,1498.5900000000001,3.08,4.666666666666666,43.297894980970966,10.385335068778254,0
21794.0,1498.5900000000001,3.08,4.666666666666666,45.10052921923078,10.385335068778254,0
21795.0,1498.5900000000001,3.08,5.0,46.48078137525209,10.44108287627111,0
21796.0,1498.5900000000001,3.08,4.666666666666667,43.73874986469502,10.657772532753672,0
21797.0,1498.5900000000001,3.08,5.0,46.46198438015364,10.72946118732667,0
21798.0,1498.5900000000001,3.08,4.333333333333333,41.9184176905914,10.930209996729094,0
21799.0,1498.5900000000001,3.08,4.333333333333333,37.74067072946019,10.577596726066963,0
21800.0,1498.5900000000001,3.08,4.666666666666667,43.9559642142711,10.577596726066961,0
21801.0,1498.5900000000001,3.08,4.666666666666667,42.05809078569,11.202647460704513,0
21802.0,1498.5900000000001,3.08,4.666666666666667,40.026189251698945,11.202647460704513,0
21803.0,1498.5900000000001,5.415525486369771,5.0,38.8113958329012,11.433742997274404,0
21804.0,1498.5900000000001,5.412851125783464,4.666666666666667,33.86640171204792,11.475084924679935,0
21805.0,1498.5900000000001,7.771296545355187,4.666666666666667,33.00928824037088,11.475084924679935,0
21806.0,1498.5900000000001,7.745446356865659,5.0,35.12597993431206,11.72685230696817,0
21807.0,1498.5900000000001,10.07957027468301,4.666666666666666,29.062606340064708,11.747522388655357,0
21808.0,1498.5900000000001,10.073372428007131,5.0,31.429955024327576,11.896182614105122,0
21809.0,1498.5900000000001,10.071822249502814,4.666666666666667,26.320035142245132,12.019959852630777,0
21810.0,1498.5900000000001,11.611566311714517,4.666666666666667,25.9038299341665,12.019959852630777,0
21811.0,1498.5900000000001,11.611404131455908,4.666666666666666,20.24813779394481,12.292397316606198,0
21812.0,1498.5900000000001,13.944218562167412,4.666666666666666,20.98868599132029,12.292397316606198,0
21813.0,1498.5900000000001,13.942229890716737,4.666666666666666,21.5260865393098,12.292397316606198,0
21814.0,1498.5900000000001,16.332219827015113,5.0,21.606159375621683,12.449044849187825,0
21815.0,1498.5900000000001,16.29650637184649,4.333333333333333,14.315166437250733,12.564834780581618,0
21816.0,1498.5900000000001,16.27463212934235,4.333333333333333,13.869686608208818,11.667346581968646,0
21817.0,1498.5900000000001,18.657210766279874,4.333333333333333,12.273716779928746,11.667346581968646,0
21818.0,1498.5900000000001,18.633780659345106,4.666666666666667,11.1138998067086,11.667346581968646,0
21819.0,1498.5900000000001,18.610880373898905,4.666666666666667,10.710893337162581,12.564834780581618,0
21820.0,1498.5900000000001,21.00167188758908,4.666666666666667,9.814678713479568,12.56483478058162,0
21821.0,1498.5900000000001,20.95101142807782,4.666666666666667,9.278225122889426,12.56483478058162,0
21822.0,1498.5900000000001,23.26935727040836,4.666666666666667,7.937471211987899,12.56483478058162,0
21823.0,1498.5900000000001,23.264581320894333,4.666666666666667,5.41198572992414,12.56483478058162,0
21824.0,1498.5900000000001,23.263234499420722,5.0,5.151890785096198,12.56483478058162,0
21825.0,1498.5900000000001,25.765334465699837,5.0,4.127869627562226,13.462322979194594,0
21826.0,1498.5900000000001,27.98444562514948,5.0,3.6717982885800655,13.462322979194594,0
21827.0,1498.5900000000001,27.935096122891608,5.0,2.200503924473104,13.462322979194594,0
21828.0,1498.5900000000001,30.305409368186584,5.0,1.254390033771937,13.462322979194594,0
21829.0,1498.5900000000001,30.287249237165796,5.0,0.11742923432469593,13.462322979194594,0
21830.0,1498.5900000000001,32.597541524939814,5.0,0.04050727502571307,13.462322979194594,0
21831.0,1498.5900000000001,32.587188615556265,5.0,0.010352909383542828,13.462322979194594,0
21832.0,1498.5900000000001,32.58484001013611,5.0,0.002348605420154089,13.462322979194594,0
21833.0,1498.5900000000001,32.58436906868074,5.0,0.0005077823281689873,13.462322979194594,0
21834.0,1498.5900000000001,32.584222884616295,5.0,0.0001461840644522525,13.462322979194594,0
21835.0,1498.5900000000001,32.584189078279145,5.0,3.380633714802715e-05,13.462322979194594,0
21836.0,1498.5900000000001,32.58414791792442,5.0,4.116035472864274e-05,13.462322979194594,0
21837.0,1498.5900000000001,32.58414791792442,5.0,0.0,13.462322979194594,0
21838.0,1498.5900000000001,32.58414791792442,5.0,0.0,13.462322979194594,0
21839.0,1498.5900000000001,32.58414791792442,5.0,0.0,13.462322979194594,0
21840.0,1498.5900000000001,32.58414791792442,5.0,0.0,13.462322979194594,0
21841.0,1498.5900000000001,32.58414791792442,5.5,0.0044619432921706665,13.466599328909153,0
21842.0,1498.5900000000001,32.58414791792442,5.5,1.2805710785789417,14.693905327163842,0
21843.0,1498.5900000000001,32.58414791792442,5.5,1.6441690676845613,15.676239022897871,0
21844.0,1498.5900000000001,32.58414791792442,5.5,2.4203564003109936,15.676239022897871,0
21845.0,1498.5900000000001,32.58414791792442,6.0,3.3366744666501784,17.27270993607676,0
21846.0,1498.5900000000001,32.58414791792442,6.5,12.505321374813139,19.34125124098396,0
21847.0,1498.5900000000001,32.58414791792442,6.5,13.562385304200507,19.34125124098396,0
21848.0,1498.5900000000001,32.58414791792442,7.0,15.846625631775423,22.333311281199062,0
21849.0,1498.5900000000001,32.58414791792442,7.5,26.25918553707501,23.006263459070055,0
21850.0,1498.5900000000001,32.58414791792442,8.0,31.075869432843206,25.22017950277333,0
21851.0,1498.5900000000001,32.58414791792442,8.0,34.13551198131777,25.22017950277333,0
21852.0,1498.5900000000001,32.58414791792442,8.5,28.535353623698782,28.176102627970987,0
21853.0,1498.5900000000001,30.538624851358108,8.916666666666668,46.4300291123411,28.93526057358002,0
21854.0,1498.5900000000001,28.55700929974516,9.333333333333332,50.39056303493915,30.07035458645196,0
21855.0,1498.5900000000001,26.94524569695612,9.333333333333332,56.18581833642632,30.858727228353363,0
21856.0,1498.5900000000001,22.41378690015105,9.833333333333332,58.07171867869301,32.080008893050305,0
21857.0,1498.5900000000001,17.27678945571931,10.25,58.680085620562934,32.98390266771661,0
21858.0,1498.5900000000001,10.712552136687792,9.916666666666666,65.6431677509848,33.12465104506158,0
21859.0,1498.5900000000001,7.062675029939759,10.416666666666666,67.3695524092492,34.183515973954314,0
21860.0,1498.5900000000001,5.3956207601151105,10.0,75.09502861545297,34.44913884659949,0
21861.0,1498.5900000000001,3.08,10.75,82.94499980746036,34.07844728031609,0
21862.0,1498.5900000000001,3.08,10.166666666666666,80.10383068901115,36.88606010244838,0
21863.0,1498.5900000000001,0.0,10.833333333333334,92.21787047677088,36.350661700599034,0
21864.0,1498.5900000000001,0.0,10.25,93.86919542911792,37.49495204696092,0
21865.0,1498.5900000000001,0.0,9.666666666666668,88.94991191869828,35.69766174712481,0
21866.0,1498.5900000000001,1.54,9.916666666666668,85.6225125010029,50.3953672226534,0
21867.0,1498.5900000000001,0.0,10.333333333333334,89.53488204647921,37.1721662095584,0
21868.0,1498.5900000000001,0.0,9.083333333333334,89.79942502784453,35.2882379105306,0
21869.0,1498.5900000000001,0.0,9.5,87.48624406860938,48.279125740053615,0
21870.0,1498.5900000000001,0.0,8.583333333333332,83.43544112599145,32.595908476091125,0
21871.0,1498.5900000000001,0.0,9.25,92.54876989571432,34.16073185597103,0
21872.0,1498.5900000000001,0.0,8.166666666666666,86.16722590404412,33.43604347331485,0
21873.0,1498.5900000000001,0.0,8.416666666666666,78.2038516607544,49.563619585937495,0
21874.0,1498.5900000000001,0.0,8.75,94.84074005009643,35.64675270094283,0
21875.0,1498.5900000000001,0.0,9.25,93.40187833023133,50.57742505788286,0
21876.0,1498.5900000000001,0.0,8.833333333333332,93.73129713427178,34.25421191805114,0
21877.0,1498.5900000000001,0.0,9.083333333333332,84.6840278050955,51.71582938690414,0
21878.0,1498.5900000000001,0.0,9.666666666666668,102.99641240479295,35.174508816667796,0
21879.0,1498.5900000000001,0.0,8.666666666666668,87.21634731411112,49.53438625742381,0
21880.0,1498.5900000000001,1.54,9.0,89.23476185256553,34.36040655408333,0
21881.0,1498.5900000000001,1.54,9.0,89.51643116982504,50.71433709558924,0
21882.0,1498.5900000000001,1.54,10.083333333333334,94.98277012472609,34.45454151720985,0
21883.0,1498.5900000000001,3.08,8.583333333333334,76.15937390451774,48.90783938136226,0
21884.0,1498.5900000000001,3.08,8.416666666666666,84.24303005057754,33.144379381446925,0
21885.0,1498.5900000000001,3.08,8.916666666666666,80.94733703692748,49.199977523092684,0
21886.0,1498.5900000000001,5.594128331650549,9.0,85.8406972771622,32.263660316753054,0
21887.0,1498.5900000000001,5.479997484094906,8.5,67.97033544568464,35.81779584200089,0
21888.0,1498.5900000000001,5.4232001231837215,8.5,75.03379698046058,48.6357103345465,0
21889.0,1498.5900000000001,5.414880594634712,8.666666666666666,71.62306440530499,34.789269018696096,0
21890.0,1498.5900000000001,6.951369777468937,8.666666666666666,69.21038083451919,49.16787132365349,0
21891.0,1498.5900000000001,9.296478474376979,9.25,74.54071285367905,34.622330571843406,0
21892.0,1498.5900000000001,11.79825374114128,9.0,70.97957922417419,36.26450716681718,0
21893.0,1498.5900000000001,11.682003256090193,9.5,77.07872333570336,39.106965007173656,0
21894.0,1498.5900000000001,14.03329834827556,10.0,71.27713578425164,49.53833262802528,0
21895.0,1498.5900000000001,13.981471509312092,9.833333333333332,71.93949580995513,48.14165908346602,0
21896.0,1498.5900000000001,16.295987915630093,10.583333333333332,72.51252845799493,49.52116679672323,0
21897.0,1498.5900000000001,18.667690554617312,10.416666666666668,67.33853462880845,55.69245130178837,0
21898.0,1498.5900000000001,18.62673865910764,10.666666666666668,74.28912985973969,43.01742185039983,0
21899.0,1498.5900000000001,18.613896173853032,10.666666666666668,77.72916327072507,58.684638202863525,0
21900.0,1498.5900000000001,20.94212996039244,10.75,72.52069915068384,43.659512765779546,0
21901.0,1498.5900000000001,23.382130706304135,11.0,68.48402891003497,49.18306268128266,0
21902.0,1498.5900000000001,25.659824226498486,10.5,65.1492650223249,58.00866741476406,0
21903.0,1498.5900000000001,25.599759691659568,11.0,66.34366303825081,58.23846819191423,0
21904.0,1498.5900000000001,25.5961408351924,11.0,57.199884802221604,65.27699367092602,0
21905.0,1498.5900000000001,27.904505899745615,11.75,71.11897758255553,75.0650244386299,0
21906.0,1498.5900000000001,27.903332082722965,12.0,73.81356221169406,76.94592875230128,0
21907.0,1498.5900000000001,27.90316513278323,12.75,70.66679924235376,77.38871065543886,0
21908.0,1498.5900000000001,27.90316513278323,13.0,68.43506985060205,84.33493760986228,0
21909.0,1498.5900000000001,34.90234133230615,13.5,76.44567002203439,93.08748064941827,0
21910.0,1498.5900000000001,37.298488046283865,13.5,69.4148734244439,94.55860922795398,0
21911.0,1498.5900000000001,40.7387515273231,13.75,71.13947135467023,99.55160590200474,0
21912.0,1498.5900000000001,40.70989502837639,14.25,76.6591128102344,99.14754975029845,0
21913.0,1498.5900000000001,40.70609465686658,14.25,82.08504434650916,98.63280375817322,0
21914.0,1498.5900000000001,43.010980055134695,14.75,81.94619143773447,98.5686315650245,0
21915.0,1498.5900000000001,43.01037884091895,15.25,85.38171877938552,100.49682821921128,0
21916.0,1498.5900000000001,43.00991453562166,15.0,78.7681967624898,101.37622316073751,0
21917.0,1498.5900000000001,43.00975687212467,14.75,79.20614586437148,101.00704796475596,0
21918.0,1498.5900000000001,45.319720979046366,15.25,81.17909462862879,103.02999210139305,0
21919.0,1498.5900000000001,45.319720979046366,15.0,75.73311366663326,104.31381714338356,0
21920.0,1498.5900000000001,48.957128171014695,15.083333333333334,74.25639914750901,101.43563885346444,0
21921.0,1498.5900000000001,48.82142831108234,15.083333333333334,73.91147058800397,103.04420826835913,0
21922.0,1498.5900000000001,48.81646487022462,14.833333333333334,75.741369692159,101.94951509706097,0
21923.0,1498.5900000000001,48.81580910236733,15.666666666666666,74.91039858093748,102.15308230137578,0
21924.0,1498.5900000000001,48.81553490971919,14.916666666666666,65.78068462069022,100.6530380972095,0
21925.0,1498.5900000000001,48.81519859849223,14.583333333333334,65.0593074057559,100.6530380972095,0
21926.0,1498.5900000000001,52.33594101103781,15.166666666666666,66.91328708862984,101.43642887220548,0
21927.0,1498.5900000000001,52.32594988943205,16.166666666666668,64.34346827650096,101.8359382385348,0
21928.0,1498.5900000000001,55.89921060164857,15.666666666666668,67.38670786326549,102.84188455840902,0
21929.0,1498.5900000000001,55.821600392911776,16.75,73.95026865082944,105.07163460104283,0
21930.0,1498.5900000000001,55.81027010865059,16.25,70.99590141302342,105.79686506761026,0
21931.0,1498.5900000000001,59.346476757267574,16.25,71.08509725388318,105.79686506761026,0
21932.0,1498.5900000000001,59.30804595519515,16.583333333333332,71.78249828430049,106.25755340679159,0
21933.0,1498.5900000000001,59.30446022125438,16.583333333333332,71.66874131093155,106.4219158022478,0
21934.0,1498.5900000000001,59.303138022635814,16.833333333333332,67.97044471856456,106.58765503395776,0
21935.0,1498.5900000000001,59.30213029102758,16.583333333333332,58.3620752187171,107.82943198000444,0
21936.0,1498.5900000000001,62.79937530554492,16.333333333333332,61.33715335151376,106.43442984647442,0
21937.0,1498.5900000000001,62.797745808203054,16.666666666666668,58.74623155399807,107.41472616092038,0
21938.0,1498.5900000000001,66.30267365519754,16.25,53.03406616948927,107.02513119592861,0
21939.0,1498.5900000000001,68.60868614002284,16.5,57.08392033393385,108.23401666918836,0
21940.0,1498.5900000000001,68.07393063667092,17.333333333333336,56.80127951319914,108.38209837374328,0
21941.0,1498.5900000000001,66.29298879167041,17.083333333333336,60.77266721565718,110.6958134751613,0
21942.0,1498.5900000000001,69.80656360059109,16.916666666666664,56.33970055467382,110.65609992129316,0
21943.0,1498.5900000000001,69.78847714054075,16.916666666666664,58.39375001036982,110.32784018233474,0
21944.0,1498.5900000000001,69.78838765165503,16.916666666666664,54.41433115550497,112.35101922223939,0
21945.0,1498.5900000000001,69.78838765165503,16.75,51.339089958910044,110.64583854229355,0
21946.0,1498.5900000000001,73.30100293881621,16.75,52.238859322469565,110.96859173219917,0
21947.0,1498.5900000000001,73.2876900520244,17.333333333333336,55.48099598990406,112.41898910043867,0
21948.0,1498.5900000000001,76.80986700021751,16.75,47.95216454685673,111.46806299972755,0
21949.0,1498.5900000000001,76.78823262144,17.083333333333336,52.171681701005824,111.56093962337765,0
21950.0,1498.5900000000001,76.78387758729552,17.083333333333336,54.73039973671333,112.09311373436509,0
21951.0,1498.5900000000001,76.78149652654604,17.083333333333332,56.036421228194996,112.36555119834051,0
21952.0,1498.5900000000001,76.77988675415351,17.333333333333332,58.33715493977863,111.82857988912826,0
